关注人数,区域,单价,小区,已发布日,建成年份,建筑结构,总价,户型_厅,户型_室,朝向,标题,楼层,满二,满五,装修,近地铁,面积
59,西三旗,53607,新康园 ,270,1999,板楼,550,1,3,南 北,新康园 满五唯一 中间楼层  诚心出售,中楼层(共5层),False,True,简装,False,102.6
69,西北旺,78422,中海枫涟山庄 ,270,2004,板楼,1449,2,4,南 北,精装67层电梯复式，带露台，直观西山俯瞰小区花园水系,顶层(共6层),False,True,简装,True,184.77
77,安宁庄,60544,安宁里南区 ,270,2000,塔楼,590,2,2,南,海淀产权，带电梯东南向大两居，满五年，名下就这一套,中楼层(共18层),False,True,精装,False,97.45
214,紫竹桥,63983,紫竹花园 ,270,2000,塔楼,1500,2,4,西南,紫竹花园四世同堂大四居 园区正中位置 全天采光,中楼层(共14层),False,True,精装,True,234.44
45,田村,87170,兰德华庭 ,270,2005,板楼,1087,1,3,南 北,2004年商品房，地铁6号线田村站，南北三居室,底层(共13层),False,True,简装,True,124.7
48,田村,80602,香溪度 ,270,2009,板楼,1239,2,3,南 西 北,海淀西四环外 南北通透毛坯三居室 高楼层,高楼层(共9层),False,True,毛坯,False,153.72
64,西三旗,61238,北新家园 ,270,1996,板楼,485,1,3,南 北,育新地铁南北正规三居室两卧朝南 次卧朝北,顶层(共6层),False,True,简装,True,79.2
138,二里庄,92241,志新村 ,240,1994,板楼,699,1,3,南 北,志新村田字格三居，全明格局，业主诚意出售。,中楼层(共6层),False,True,简装,False,75.78
19,清河,70375,观林园 ,240,2011,板楼,1149,2,3,南 北,观林园 三居室 中间楼层 看房提前预约,中楼层(共6层),False,True,简装,False,163.27
47,白石桥,70811,富海中心 ,240,2004,塔楼,892,1,2,西南,此房满五年唯一，年代新，交通便利，看房方便,底层(共21层),False,True,简装,False,125.97
184,五道口,89087,展春园 ,240,1985,板楼,400,1,2,南,朝南两居室，采光好，房本满五年，家庭唯一住宅,高楼层(共6层),False,True,简装,True,44.9
45,西北旺,70417,百旺茉莉园 ,240,2008,板塔结合,880,2,2,南,中间楼层 全南两居室 采光视野无遮挡 看房随时,中楼层(共9层),False,True,其他,True,124.97
17,西直门,108804,远洋风景 ,240,2002,板楼,2200,2,4,南 北,西直门 前后有花园一二层复式满五年唯一看房有钥匙。,底层(共14层),False,True,简装,False,202.2
39,清河,77305,莱圳家园 ,240,2006,板楼,888,1,3,南 北,莱圳家园南北通透三居室 双卫，高楼层，全明格局。,高楼层(共15层),False,True,简装,True,114.87
257,马连洼,61602,圆明园花园别墅 ,240,2000,板楼,788,2,3,南 北,房屋户型方正无缺角，适合三代同堂，实用性高,高楼层(共6层),False,True,精装,False,127.92
138,海淀北部新区,52305,保利西山林语 ,240,2010,板塔结合,480,1,3,东南,百变户型三居，看房方便有钥匙，直通地库。,底层(共8层),False,True,简装,False,91.77
34,小西天,95033,新外大街甲25号院 ,240,1965,板楼,880,1,3,南 北,南北通透 精装修 高楼层采光好 有钥匙可随时看房,顶层(共4层),False,True,精装,True,92.6
82,定慧寺,98861,瑞新里小区 ,240,2007,板楼,1050,2,2,东 南,瑞新里东南两居室，满5年唯一，诚意出售。,中楼层(共14层),False,True,简装,True,106.21
250,军博,82574,北蜂窝100号院 ,240,1989,板楼,616,1,3,南 北,海淀军博 南北通透 田字格户型 全明格局 交通便利,高楼层(共6层),False,True,简装,True,74.6
9,五道口,85464,成府公馆 ,240,2008,板楼,525,2,1,南 北,南北灵动户型可塑造性，闹中取静，配套完善，看房方便,地下室(共6层),True,False,简装,False,61.43
46,魏公村,115385,航天五院小区 ,240,2003,塔楼,1398,1,3,东南,央产大院正规三居室诚心出售线上看房,低楼层(共24层),False,True,简装,False,121.16
67,知春路,83825,太月园 ,240,1999,塔楼,1380,1,3,西北 南,知春路 太月园 精装三居 高楼层 带大露台 诚售,高楼层(共18层),True,False,精装,True,164.63
78,田村,70972,永达逸家 ,210,2004,板塔结合,699,1,2,西南,地铁口 次顶层 无遮挡 视野开阔 格局方正 无浪费,高楼层(共15层),False,True,精装,True,98.49
45,军博,71244,海天中心 ,210,2001,塔楼,1018,2,3,南 西,2001年商品房社区   满五唯一  有车位   业主诚心出售,低楼层(共21层),False,True,简装,True,142.89
173,学院路,79268,学清路18号院 ,210,1989,板楼,450,1,2,南 北,南北通透小两居 院内有食堂 篮球场 停车位充足 有钥匙,顶层(共6层),False,True,简装,False,56.77
10,白石桥,101106,富海中心 ,210,2004,塔楼,1500,1,3,东南,西直门 交通大学 富海 高层 满五唯一 小区安静,高楼层(共21层),False,True,简装,False,148.36
35,六里桥,63057,莲花小区 ,210,1999,板塔结合,1020,1,3,南 北,《 店长推荐》海淀南北大三居，采光视线好,高楼层(共28层),True,False,简装,False,161.76
27,紫竹桥,75163,华澳中心 ,210,1997,塔楼,1550,1,4,西南,万科物业，70年产权 高层西南向三居,高楼层(共22层),False,True,简装,False,206.22
38,世纪城,111802,远大园三区 ,210,2001,板楼,1800,2,3,南 北,远大园三区 板楼三居室 双卫 带车位,中楼层(共14层),False,True,简装,True,161
88,双榆树,93397,榆苑公寓 ,210,1997,板塔结合,990,2,3,南 北,双榆树榆苑公寓小区 南北朝向三室两厅一厨两卫,中楼层(共10层),False,True,简装,False,106
185,甘家口,95858,甘家口小区 ,180,1998,板塔结合,810,2,2,南 北,甘家口 央视家属院 南北两居室带正规客厅 管理视野好,中楼层(共12层),True,False,简装,False,84.5
8,中关村,144320,科育小区 ,150,1959,板楼,1198,0,3,南 北,中关村南北通透三居室，格局方正，采光好,中楼层(共4层),True,False,简装,False,83.01
49,厂洼,88173,厂洼西街10号院 ,150,1998,板楼,820,2,2,南 北,西三环昆玉河之间 南北通透大两居 闹中取静改善优选,高楼层(共6层),False,True,其他,False,93
23,知春路,83934,宏嘉丽园 ,150,2001,塔楼,990,2,2,东南 北,知春路北航南门宏嘉丽园2002年建成落地飘窗居住舒适,高楼层(共24层),False,True,精装,False,117.95
52,万柳,142995,碧水云天 ,150,2003,板楼,2530,2,4,南 北,次顶层，双卧室客厅朝南，南北通透，带产权车位,高楼层(共12层),False,True,精装,False,176.93
27,中关村,104753,中关村 ,150,板塔,N/A,1080,1,3,西南,103.1平米西南大三居，大客厅朝南有阳台。,低楼层(共8层) ,False,True,简装,False,103.1
58,紫竹桥,39659,嘉慧苑 ,150,2000,塔楼,1050,2,3,南 北,南北复式3居室，满五年唯一，单价低、总价低。,低楼层(共19层),False,True,简装,True,264.76
20,学院路,79231,静淑东里 ,150,1998,板楼,618,2,2,南 北,学院路 静淑东里 满五唯一 优质两居室,底层(共6层),False,True,简装,True,78
9,牡丹园,93168,塔院小区 ,150,1990,塔楼,750,1,2,南,牡丹园塔院小区，人民银行家属楼，单独管理，有客厅,低楼层(共18层),False,True,毛坯,False,80.5
26,定慧寺,85096,恩济里小区 ,150,1995,板塔结合,640,1,2,南 北,定慧寺 电梯直达 南北通透 无遮挡 采光好,中楼层(共14层),False,True,其他,False,75.21
77,清河,77003,莱圳家园 ,150,2012,板楼,900,1,3,南 北,莱圳家园南北通透三居，两梯三户，户型方正,中楼层(共16层),False,True,毛坯,True,116.88
39,马连洼,70553,菊花盛苑 ,120,2002,板楼,725,1,3,南 北,马连洼电梯两居室 客厅朝南落地窗,低楼层(共9层),True,False,精装,False,102.76
163,四季青,97972,郦城二区 ,120,2005,板楼,1198,1,3,南 北,南北通透 三面采光 视野开阔  三个阳台  观西山三居,顶层(共7层),False,True,精装,False,122.28
14,知春路,98815,锦秋知春 ,120,2002,塔楼,1350,1,2,东,锦秋东向两居两卫2003年社区随时可以看房,中楼层(共26层),False,True,精装,True,136.62
20,知春路,83810,知春嘉园 ,120,1998,塔楼,880,2,3,东北,知春嘉园 优选三居室 一手单位分房 视野开阔低总价,中楼层(共19层),False,True,精装,True,105
78,学院路,81869,清林苑 ,120,2002,板楼,950,2,2,南 北,七层板楼带电梯小挑高，采光视野好！,顶层(共7层),False,True,其他,False,116.04
52,上地,73309,和韵佳园 ,120,2008,板楼,699,1,2,南 北,和韵佳园新上两居室，南北通透格局，业主诚意出售,底层(共6层),False,True,简装,False,95.35
12,中关村,78580,希格玛公寓 ,120,1997,塔楼,960,1,3,南,希格玛公寓 带电梯 门口24小时保安 进出门刷卡 有热水,低楼层(共20层),True,False,简装,False,122.17
296,定慧寺,70664,恩济里小区 ,120,1994,板楼,660,2,3,南 北,海淀 恩济里 复式实用户型 有车位 有钥匙 看房方便！,顶层(共7层),True,False,精装,False,93.4
25,六里桥,51369,盛今大厦 ,120,2002,塔楼,640,1,3,西北,正规三居 主卧带明卫 采光好 楼层高,中楼层(共23层),False,True,其他,False,124.59
64,清河,92213,橡树湾二期 ,120,2010,板楼,1563,2,3,南 北,二期精装三居 南北通透 满五年 看房随时有钥匙,低楼层(共16层),False,True,精装,False,169.5
4,公主坟,97963,羊坊店路3号院 ,120,1990,塔楼,1000,1,3,东南,羊坊店路3号院 3室1厅 1000万,低楼层(共18层),False,True,简装,True,102.08
45,海淀北部新区,57561,保利西山林语 ,120,2010,板塔结合,528,1,3,西南,客厅朝南三居，楼后小花园，直观西山,低楼层(共8层),False,True,简装,False,91.73
86,小西天,106778,北京邮电大学 ,120,1994,板塔结合,835,1,3,东南,北京邮电大学家属院 东南三居 有电梯,16层,False,True,简装,False,78.2
57,公主坟,95206,羊坊店路3号院 ,120,1989,板塔结合,695,1,2,东 南 北,军博地铁站 新华社宿舍 有物业 有管理  环境好,底层(共11层),False,True,简装,True,73
33,五棵松,77650,永定路西里 ,120,1997,板塔结合,872,1,3,东南,西里东南向三居室 户型方正  楼龄新不临街,底层(共17层),False,True,其他,True,112.3
18,五棵松,79404,永定路西里 ,120,1997,板塔结合,852,1,2,南 北,永定路西里南北通透两居室诚心出售,底层(共17层),False,True,其他,True,107.3
35,学院路,84259,静淑东里 ,120,1999,板楼,615,2,2,南 北,南北通透两居室，低楼层 满五年唯一 交通便利,底层(共4层),False,True,其他,True,72.99
13,五棵松,93511,国家计委宿舍 ,120,1989,塔楼,683,1,3,西南,五棵松永定路复兴路36号院国家计委宿舍带电梯钢混三居,低楼层(共16层),False,True,简装,False,73.04
16,万柳,114183,山水倾城 ,120,2003,塔楼,1999,2,3,西南,次顶层   视野和采光非常好   进深短采光足,高楼层(共15层),True,False,简装,False,175.07
42,五棵松,73381,西区邮电局 ,120,2011,板楼,545,1,2,东 西,海淀五棵松， 楼龄新，带电梯，客厅带窗户,中楼层(共8层),False,True,简装,False,74.27
26,海淀北部新区,61009,保利西山林语 ,120,2010,板塔结合,560,1,3,东南,保利三期全南向三居室 满五年唯一 精装修自住,中楼层(共8层),False,True,精装,False,91.79
18,紫竹桥,69214,紫竹花园 ,120,2000,塔楼,1250,1,3,西北,高档商品房社区，高层观景大三居，看房方便，随时签约,高楼层(共24层),False,True,精装,True,180.6
23,厂洼,84732,厂洼西街10号院 ,120,1998,板楼,788,2,2,东 西,厂洼西街10号院 低楼层  临公园,低楼层(共6层),False,True,其他,False,93
56,紫竹桥,92312,半壁街南路1号院 ,120,1992,塔楼,718,1,3,东 西北,半壁街南路1号院 南长河公园小区和公园环境好。,低楼层(共24层),False,True,简装,True,77.78
25,西直门,100931,天兆家园 ,120,2003,板塔结合,1540,2,3,西 南 北,西直门天兆家园双卧朝南三居室随时可看,高楼层(共22层),False,True,精装,False,152.58
40,五棵松,84146,永定华庭 ,90,2012,板塔结合,760,1,2,东 西,海淀西四环 2012年低密度商品房 管理好有电梯,低楼层(共11层),False,True,精装,False,90.32
27,五道口,90910,展春园 ,90,1985,板楼,400,1,2,南,低总价两居室 不临街不把边 业主名下一套住宅,顶层(共6层),False,True,精装,False,44
56,军博,84691,会城门小区 ,90,1991,板楼,520,1,2,南 北,南北通透 精装修 无遮挡视野好 业主诚心出售,高楼层(共6层),True,False,精装,True,61.4
17,知春路,123510,锦秋知春 ,90,2002,塔楼,1720,1,3,南 北,南北通透带露台，采光视野好，层高4.9米，满五唯一,高楼层(共25层),False,True,简装,True,139.26
56,双榆树,95372,双榆树东里 ,90,1990,塔楼,680,1,3,东北,满五年唯一    户型方正交通便,中楼层(共16层),False,True,毛坯,False,71.3
24,西北旺,92922,百旺茉莉园 ,90,2005,板楼,1280,2,3,南 北,花园洋房前后带双花园，自住精装修，诚意出售不把边,底层(共5层),False,True,精装,True,137.75
16,清河,64192,水木天成 ,90,2005,板楼,830,2,3,南 北,双卫+全明格局+南北三居室+空房看房方便,底层(共26层),False,True,其他,False,129.3
26,海淀北部新区,77160,冠城大通百旺府 ,90,2007,板楼,1080,2,3,南 北,一层带60平米花园，正规三居室，不临街。,底层(共6层),True,False,简装,False,139.97
56,五棵松,65633,太平路甲21号院 ,90,1983,板楼,550,1,3,南 北,四环内，南北通透三居室，业主诚心出售，看房有钥匙,顶层(共6层),True,False,精装,False,83.8
80,白石桥,106409,大慧寺6号院 ,90,1982,平房,797,1,4,南 北 西,田字格+低楼层+全明格局+停车方便,底层(共6层),True,False,精装,False,74.9
27,紫竹桥,99884,北无宿舍 ,90,1995,板楼,860,1,3,南 西 北,南北通透的3居室 把边户型客厅有窗户 有2个阳台,高楼层(共6层),False,True,简装,False,86.1
110,知春路,84485,锦秋知春 ,90,2003,塔楼,850,2,3,东,锦秋家园 东向两居室 房子满五年家庭名下唯一住房,低楼层(共26层),False,True,简装,True,100.61
21,万柳,130225,锋尚国际 ,90,2003,塔楼,1430,2,2,东,万柳锋尚国际 二期恒温恒湿 2+1户型双卫 带车储,低楼层(共18层),True,False,精装,True,109.81
24,苏州桥,79601,艾瑟顿 ,90,2006,塔楼,798,2,2,南,上下两层，单独入户，精装修，业主诚心出售,高楼层(共19层),False,True,其他,False,100.25
21,西三旗,51040,悦秀园 ,90,2000,板楼,540,2,3,南 北,海淀产权，板楼三居室，随时签约，带大阳台,底层(共6层),False,True,其他,False,105.8
66,学院路,84915,逸成东苑 ,90,2005,板楼,1320,2,3,南 北,逸成东苑 南北通透大三居 双卫生间 下沉客厅 诚意出售,15层,False,True,简装,False,155.45
26,定慧寺,73976,八宝庄 ,90,1994,板楼,830,1,4,南 北,八宝庄中央办公厅家属楼 管理好 新改造小区有钥匙,顶层(共6层),False,True,简装,True,112.2
60,公主坟,78218,翠微路2号院 ,90,1998,板楼,395,1,2,南 北,总价低，临近万寿路地铁一号线，小区南侧凯德晶品,地下室(共6层),False,True,简装,True,50.5
123,西直门,73530,舒至嘉园 ,90,2003,塔楼,1090,1,3,西南,03年商品房 交大商圈 西直门附近 西南大三居 落地飘窗,中楼层(共19层),False,True,精装,True,148.24
31,牡丹园,110938,塔院小区 ,90,1989,板楼,710,1,3,南 西 北,一层 正规3居 满五年家庭唯一住房 诚意出售,底层(共6层),False,True,简装,False,64
75,五棵松,71416,今日家园 ,90,2000,塔楼,763,1,3,南,满五年不唯一 高楼层  视野好采光足,中楼层(共18层),False,True,简装,False,106.84
68,小西天,91104,师大北路21号院 ,90,1999,板塔结合,850,2,2,东南,北邮北师大 2000年住宅 双南向满五年唯一,底层(共16层),False,True,简装,False,93.3
71,清河,66851,阳光南里 ,90,1997,板楼,605,1,3,南 北,阳光南里新上南北三居 满五唯一 小区仅10套 有钥匙,低楼层(共6层),False,True,简装,False,90.5
17,牡丹园,85327,邮科社区 ,90,1986,塔楼,692,1,2,南,大唐电信家属院，双南向两居室，采光充足配套设施齐全,高楼层(共17层),False,True,毛坯,True,81.1
44,白石桥,84954,富海中心 ,90,2004,塔楼,992,2,2,西 北,年代新商品房 安静不临街 高层 停车方便 精装修,中楼层(共21层),False,True,简装,False,116.77
50,世纪城,107104,观山园 ,90,2004,板楼,2260,2,4,北 南,观山眼镜四居室  三面采光  带车位,低楼层(共11层),False,True,简装,True,211.01
36,五棵松,72806,泽丰苑一期 ,90,2003,板楼,899,2,3,南 北,泽丰苑南北三居 诚心出售 看房随时,顶层(共6层),False,True,精装,False,123.48
26,五棵松,96794,新兴年代 ,90,2009,板塔结合,1313,1,3,南 北,五棵松 新商品房板楼  南北通透3居室  满五年唯一,中楼层(共21层),False,True,精装,False,135.65
23,紫竹桥,99885,紫竹院甲3号院 ,90,1998,板楼,1300,2,3,南 北,采光充足，小区安静，交通便利，停车免费，有露台,高楼层(共7层),False,True,简装,False,130.15
8,田村,62688,雪芳园 ,90,2013,板塔结合,960,2,3,东 南,2013年新小区优质三居室 诚意出售,低楼层(共16层),True,False,简装,True,153.14
16,清河,91772,橡树湾三期 ,90,2011,板塔结合,1460,1,3,南 北,橡树湾正规三居室 精装修 高楼层 视野好,高楼层(共25层),True,False,精装,False,159.09
57,清河,89210,橡树湾四期 ,90,2014,板塔结合,1350,2,3,南,橡树湾四期 3室2厅 1350万,低楼层(共26层),True,False,精装,False,151.33
13,学院路,90990,柏儒苑 ,90,2001,板楼,1330,2,3,东南 北,林大家属房 高楼层 东南3居 视野开阔 采光良好,高楼层(共14层),False,True,简装,True,146.17
85,知春路,85046,金谷园 ,90,1999,板楼,1130,2,3,南 北,板楼南北三居，通透性好，自然阳光充足，交通便利,低楼层(共7层),False,True,简装,False,132.87
27,五棵松,57579,嘉德公寓 ,90,1999,板塔结合,650,1,2,西北,嘉德公寓   满五   西北两居,高楼层(共15层),False,True,精装,True,112.89
17,学院路,72406,城华园 ,90,2002,塔楼,450,1,1,南,房子楼层好，视野宽阔，采光很不错！正南向一居,中楼层(共27层),False,True,简装,False,62.15
25,万柳,139938,涧桥泊屋 ,90,2002,板楼,1780,1,3,南 北,精装修拎包住 南北通透 北侧观公园 有产权车位,中楼层(共14层),True,False,其他,False,127.2
32,公主坟,101543,颐源居小区 ,90,2000,塔楼,1290,2,3,东南,产权清晰 满五年家只有一住房 楼层好配套全 临公园,中楼层(共28层),False,True,精装,False,127.04
39,牡丹园,82148,北土城西路167号院 ,60,1985,板楼,658,1,3,南 北,田字格南北通透三居室 距离地铁牡丹园400米,顶层(共6层),False,True,简装,True,80.1
26,牡丹园,94500,中鑫嘉园 ,60,2001,塔楼,945,2,2,南,高楼层 全南向 采光好 视野开阔 生活便利 落地飘窗,高楼层(共23层),False,True,简装,True,100
7,五道口,97466,西郊宾馆 ,60,1988,板楼,500,1,2,南 北,五道口地铁站旁 南北通透两居室,顶层(共5层),False,True,简装,True,51.3
22,紫竹桥,81670,北洼路32号院 ,60,1998,塔楼,720,1,2,西北,中国银行家属楼，两居室带正规客厅，户型方正,高楼层(共14层),False,True,简装,True,88.16
55,海淀北部新区,59061,保利西山林语 ,60,2010,板塔结合,542,1,3,东 南,8层的板楼电梯房 满五年唯一 视野开阔，中间楼层,中楼层(共8层),False,True,简装,False,91.77
22,清河,63549,燕清源 ,60,2005,板塔结合,750,1,2,南 北,南向复式，动静分离的复式结构，舒适度高,中楼层(共28层),False,True,简装,False,118.02
53,五棵松,85035,永定路85号院 ,60,1998,板楼,875,1,3,南 北,海淀五棵松航天福利分房带电梯有地下室满五年低税费,高楼层(共7层),False,True,简装,True,102.9
17,苏州桥,80678,西屋国际 ,60,2004,板塔结合,1200,2,3,东北,中关村商圈，离地铁10号线400米，诚心出售,低楼层(共22层),False,True,其他,False,148.74
30,小西天,82290,学院南路32号院 ,60,1978,板楼,460,1,3,西 东,学院南路 满五年唯一住房，好楼层采光好户型通透，,中楼层(共6层),False,True,简装,False,55.9
24,海淀北部新区,39489,上庄馨瑞嘉园 ,60,板塔,N/A,272,1,1,南,商品房 无抵押 满五唯一 交易便捷 海淀产权,底层(共16层) ,False,True,简装,False,68.88
7,六里桥,54867,澐澐国际 ,60,2008,塔楼,770,1,2,东,海淀产权、正规东向两居、满五唯一、业主诚心出售,低楼层(共26层),False,True,简装,False,140.34
50,苏州桥,99801,万泉庄1号院 ,60,1984,板楼,700,1,3,东 南 西,万泉庄1号院三居室 客厅带阳台  随时看房,高楼层(共6层),False,True,简装,False,70.14
12,万柳,119549,山水倾城 ,60,2003,塔楼,1919,1,3,东北,满五年唯一 正对小区花园 视野开阔 看房方便,高楼层(共15层),True,False,简装,False,160.52
55,学院路,72818,建清园 ,60,1996,板楼,442,1,2,东 西,建清园 满五年大客厅 2.8米层高 看房方便随时签,顶层(共7层),False,True,简装,False,60.7
8,公主坟,107914,万寿路小区 ,60,1988,板楼,900,1,3,东 南 北,万寿路低楼层三居  随时可以看房,低楼层(共6层),False,True,简装,True,83.4
5,紫竹桥,73842,豪柏国际公寓 ,60,2002,塔楼,2300,2,3,南 北,豪柏国际公寓 南北通透 视野宽阔 采光充足,顶层(共14层),False,True,简装,False,311.48
17,海淀北部新区,55486,保利西山林语 ,60,2010,板塔结合,530,1,3,西南,西山林语南向三居采光好户型方正格局合理,低楼层(共8层),True,False,简装,False,95.52
70,知春路,71964,罗庄西里 ,60,1998,塔楼,788,1,3,西北,楼领新 有电梯 单价低 看房方便,低楼层(共18层),False,True,简装,False,109.5
75,五棵松,69688,今日家园 ,60,2001,塔楼,895,1,3,西南,四环内 2001年社区 人车分流 配套齐全 正规三居,高楼层(共24层),False,True,简装,False,128.43
32,皂君庙,88001,四道口5号院 ,60,1997,板楼,1039,2,3,南 北,皂君庙农科院99年经典三居室，小区好，安静,底层(共7层),False,True,简装,False,118.06
8,五棵松,94514,太平路44号院 ,60,2001,板楼,1330,2,4,南 北,五棵松太平路44号院南北通透四居，户型好，没有浪费,中楼层(共6层),False,True,简装,False,140.72
90,世纪城,96512,远大园六区 ,60,2000,板楼,830,1,3,南 北,远大园六区南北三居 不临街 临地铁,顶层(共6层),False,True,精装,True,86
21,清河,60728,力度家园 ,60,2004,塔楼,880,2,3,南 西 北,五彩城旁 全明三居 高层观景房 落地窗 视野开阔,高楼层(共21层),False,True,简装,False,144.91
47,五道口,94911,中国矿业大学校内 ,60,2000,板楼,580,1,2,南 北,五道口、大学内、中间层两居、无遮挡、诚意出售！,中楼层(共6层),False,True,简装,False,61.11
4,牡丹园,93710,牡丹园东里 ,60,1989,板楼,730,1,3,东 西,牡丹园通透3居 紧邻地铁公园 满五唯一,顶层(共6层),False,True,简装,True,77.9
11,田村,62634,雪芳园 ,60,2013,板塔结合,850,2,3,东 西,海淀地铁6号线田村，2013年新小区，东西通透三居室,底层(共16层),True,False,精装,True,135.71
15,田村,62928,雪芳园 ,60,2013,板塔结合,855,2,3,东 西,海淀地铁6号线田村站，精装修2013年小区东西三居室,低楼层(共16层),True,False,精装,True,135.87
9,田村,63041,雪芳园 ,60,2013,板塔结合,860,2,3,东 西,海淀田村2013年精装三居室诚意出售,低楼层(共16层),True,False,精装,True,136.42
125,海淀北部新区,49660,保利西山林语 ,60,2009,板楼,730,2,3,南 北,林语公馆南北通透大三居，满五唯一，业主诚意出售，,底层(共7层),False,True,简装,False,147
44,学院路,84807,静淑东里 ,60,1999,板楼,619,1,2,南 北,学院路 南北通透南北两居室，楼层适中，交通便利。,低楼层(共6层),False,True,简装,True,72.99
36,西直门,88287,交大东路48号院 ,60,1982,板楼,505,1,2,南,西直门地铁全南中间楼层两居室，满五唯一,中楼层(共6层),False,True,简装,False,57.2
13,玉泉路,66323,玉阜嘉园 ,60,2002,塔楼,990,2,3,东南,玉泉路 满五唯一 商品房社区 精装 看房方便 有车位,低楼层(共12层),False,True,精装,True,149.27
14,西三旗,49285,悦秀园 ,60,2000,板楼,520,1,3,东 西,海淀产权悦秀园2000年社区正规三居室看房方便,顶层(共6层),False,True,其他,False,105.51
24,知春路,111591,太阳园 ,60,2002,塔楼,1500,1,3,西南 北,此房满五唯一，中间层，楼间距大，视野开阔，采光好,中楼层(共26层),False,True,其他,False,134.42
14,五棵松,75443,泽丰苑一期 ,60,2003,板楼,725,2,2,南 北,高楼层 采光好 南北通透 诚心出售 看房提前联系,顶层(共6层),True,False,简装,False,96.1
40,四季青,70355,曙光花园 ,60,2001,塔楼,1268,2,3,东南,曙光花园 满五年三居室 单价低 有地上车位,高楼层(共16层),False,True,简装,False,180.23
29,公主坟,105913,翠微南里 ,60,1990,板楼,575,1,2,南 北,南北通透两居室，一层带小院，满五年，房主诚心出售。,底层(共6层),False,True,简装,True,54.29
23,苏州桥,103230,海淀南路 ,30,1989,板楼,799,1,3,南 北,海淀南路 南北向带电梯板楼三居室,中楼层(共12层),False,True,精装,True,77.4
6,公主坟,106160,国悦府 ,30,2010,塔楼,2892,2,4,南,国悦府南向经典大四居 高楼层 视野好 可俯瞰复兴路,高楼层(共19层),True,False,精装,True,272.42
9,西北旺,111354,西山壹号院 ,30,2011,板楼,2250,2,3,南 北,小区中间位置 中上楼层 满两年三卫三居室,中楼层(共6层),True,False,毛坯,False,202.06
22,知春路,93276,汉荣家园 ,30,2000,塔楼,860,2,2,南,汉荣家园 南向两居室  采光视野好 2厅,中楼层(共25层),False,True,简装,True,92.2
52,五棵松,83666,永定路70号院 ,30,1985,板楼,420,1,2,南,五棵松地铁两居，中间楼层，南向 ，采光好,中楼层(共5层),True,False,精装,False,50.2
12,知春路,102172,太月园 ,30,1998,塔楼,880,1,2,南,南向2居阳光满屋，成熟社区宜居好房，满5年，价格可谈,中楼层(共19层),False,True,精装,True,86.13
20,甘家口,99347,国兴家园 ,30,2000,塔楼,1430,1,3,西,国兴家园，高层正规三居，满五年唯一,高楼层(共24层),False,True,简装,False,143.94
9,知春路,101963,太阳园 ,30,2002,塔楼,1060,1,2,西南,精装修，有钥匙，中间楼层，西临大钟寺，远看西山,中楼层(共27层),False,True,精装,False,103.96
9,魏公村,108777,民族大学附属中学家属楼 ,30,1995,板塔结合,880,2,2,西南,央产大院 西南两居室，户型好，两个卧室朝南 大阳台,高楼层(共9层),False,True,简装,False,80.9
3,学院路,91407,半导体宿舍 ,30,1983,板楼,585,1,2,南 北,六道口 林大校内 南北通透 一手业主 诚意出售,顶层(共5层),False,True,简装,False,64
54,五棵松,58998,百朗园 ,30,2000,板塔结合,1020,1,3,南 北,海淀 五棵松 满五唯一 南北向复式,低楼层(共17层),False,True,简装,True,172.89
34,玉泉路,90317,铁建大院 ,30,2000,板塔结合,1080,1,3,南 北,中铁建大院南北通透三居出售满五年唯一,底层(共14层),False,True,简装,True,119.58
15,清河,95513,橡树湾一期 ,30,2007,板塔结合,928,2,3,东 西,橡树湾东西通透 低总价 小三居 满五唯一 看房方便,低楼层(共16层),False,True,精装,False,97.16
9,紫竹桥,122097,中海紫金苑 ,30,2002,板塔结合,1498,1,2,东南,中海紫金苑 东南向两居室 采光好,低楼层(共13层),True,False,精装,False,122.69
30,公主坟,87748,翠微嘉园 ,30,2002,板塔结合,1350,2,3,西南,翠微嘉园 商品房社区 2003年楼龄新 小区管理好,高楼层(共20层),False,True,精装,False,153.85
18,六里桥,61585,盛今大厦 ,30,2002,塔楼,795,2,3,东 南 北,西三环 高层东南三居室 带露台,高楼层(共23层),False,True,简装,False,129.09
10,万寿路,131360,万寿路西街11号院 ,30,1987,板楼,710,1,2,南 北,育英教职工楼高楼层两居，满五唯一税费少格局好,顶层(共6层),False,True,其他,False,54.05
17,四季青,86865,美丽西园 ,30,1998,板楼,820,1,3,西南 北,美丽西园外文局楼三居室 次顶层 采光好,高楼层(共6层),False,True,精装,False,94.4
12,苏州桥,104973,小南庄社区 ,30,1993,板楼,950,2,2,南 北,通用家属楼，南北向明厅，板楼，小南庄满五年,中楼层(共6层),False,True,简装,False,90.5
25,世纪城,63062,世纪金源国际公寓 ,30,2002,板塔结合,1550,2,4,西南 北,70年产权住宅，商品房满五唯一，有燃气弧窗三面采光,低楼层(共16层),False,True,精装,False,245.79
15,公主坟,100893,颐源居小区 ,30,2001,塔楼,1300,2,2,东南,颐源居东南两居眼睛户型可以观景看房随时,中楼层(共28层),False,True,精装,False,128.85
6,西二旗,49129,智学苑 ,30,2002,塔楼,620,2,3,西 北,智学苑 高楼层三居室 户型方正,高楼层(共24层),False,True,简装,True,126.2
